game_id,category,clue,answer,value,round
8995,SPRING IN YOUR STEP,"The reptile Phrynocephalus guttatus can jump 8 inches, so a group would qualify for this Little Orphan Annie catchphrase",UNKNOWN,600,Jeopardy
8995,SUMMER READING,"Cousins Beach is the setting for ""The Summer"" I did this, the basis for an Amazon Prime series",UNKNOWN,600,Jeopardy
8995,TAKING A FALL,"On ""SNL"", Chevy Chase took many clumsy pratfalls while playing this president who, ironically, was a great athlete",UNKNOWN,600,Jeopardy
8995,THE WINTER OF OUR DISCONTENT,James Clark was brutally killed in a garage at 2122 North Clark with other Bugs Moran gang members in 1929 on this date,UNKNOWN,600,Jeopardy
8995,FLAVORS,"Cinnamon, cardamom & ginger are the predominant flavors in this type of tea, Hindi for ""tea""",UNKNOWN,800,Jeopardy
8995,ALSO A BIRD,A poke in the buttocks,UNKNOWN,800,Jeopardy
8995,SPRING IN YOUR STEP,"Call it puma, cougar or by this 2-word name, it has a 40-foot horizontal & 20-foot vertical leap",UNKNOWN,800,Jeopardy
8995,SUMMER READING,"R.L. Stine takes a stab at the bard with his horror tale called ""A Midsummer Night's"" this",UNKNOWN,800,Jeopardy
8995,TAKING A FALL,"This cop falls down the stairs with--& breaks the neck of--a terrorist, but it's still gonna be a long night for him at Nakatomi Plaza",UNKNOWN,800,Jeopardy
8995,THE WINTER OF OUR DISCONTENT,"After dealing with dysentery & disease-bearing mosquitoes the year before, this Virginia colony was decimated by a fire in January 1608",UNKNOWN,800,Jeopardy
8995,FLAVORS,"Used in a variety of confections, these seeds are usually described as having a licorice flavor",UNKNOWN,1000,Jeopardy
8995,ALSO A BIRD,Type of number like 1 or 7,UNKNOWN,1000,Jeopardy
8995,SPRING IN YOUR STEP,"There's bouncing & leaping aplenty in ""Alegría"", called this troupe's most iconic show",UNKNOWN,1000,Jeopardy
8995,SUMMER READING,"""Farewell Summer"" was this sci-fi author's 2006 sequel to ""Dandelion Wine"", written almost 50 years before",UNKNOWN,1000,Jeopardy
8995,TAKING A FALL,"Here's this silent movie star, taking a fall as only he could",UNKNOWN,1000,Jeopardy
8995,THE WINTER OF OUR DISCONTENT,"In Dec. 1894 this French captain was convicted of selling military secrets to Germany but after an uproar, got a pardon 5 years later",UNKNOWN,1000,Jeopardy
8995,U.S. AREAS & TERRITORIES,"The flag of the Northern Mariana Islands features a latte stone surrounded by a Carolinian mwáár, this floral garland",UNKNOWN,400,Double Jeopardy
8995,IT'S ALL GREEK MYTH TO ME,Oceanus & Thea are among these gods who are the children of primordial earth & heaven,UNKNOWN,400,Double Jeopardy
8995,TIME FOR SCIENCE,"Telescopes can be reflectors, which use mirrors to focus light, or these, which use lenses",UNKNOWN,400,Double Jeopardy
8995,THE ROARING '20s,"In 1921, in Atlantic City, 16-year-old Margaret Gorman became the first woman to win this national beauty title",UNKNOWN,400,Double Jeopardy
8995,WRITER-DIRECTORS,"Quentin Tarantino wrote dialogue for this Denzel-Hackman submarine movie; the Silver Surfer art argument scene, just maybe",UNKNOWN,400,Double Jeopardy
8995,DROP IN,"Drop ""in"" from the end of a synonym for start & get this verb that goes with ""borrow or steal""",UNKNOWN,400,Double Jeopardy
8995,U.S. AREAS & TERRITORIES,"Though the olive branch does rep peace, the arrows of this Antillean territory are for its three large land masses",UNKNOWN,800,Double Jeopardy
8995,IT'S ALL GREEK MYTH TO ME,"Using his chops on the lyre to charm this canine guard of Hades, Orpheus was able to enter & attempt to rescue Eurydice",UNKNOWN,800,Double Jeopardy
8995,TIME FOR SCIENCE,"Carbon atoms can form 4 of these with other atoms; in carbene molecules, they form just 2",UNKNOWN,800,Double Jeopardy
8995,THE ROARING '20s,"By 1920 bobbed hair was becoming a big thing, so much so that he wrote the short story ""Bernice Bobs Her Hair""",UNKNOWN,800,Double Jeopardy
8995,WRITER-DIRECTORS,"JCR (John C. Reilly) & PSH (Philip Seymour Hoffman) had associations with PTA (this director) going back to ""Hard Eight""",UNKNOWN,800,Double Jeopardy
8995,DROP IN,"Steal ""in"" from a Hood who stole to get this synonym for steal",UNKNOWN,800,Double Jeopardy
8995,U.S. AREAS & TERRITORIES,"The Latin phrase ""Joannes est nomen ejus"", meaning ""Juan is its name"", is on this commonwealth's seal",UNKNOWN,1200,Double Jeopardy
8995,IT'S ALL GREEK MYTH TO ME,"This name applied to  a sea monster with 12 feet & 6 heads, each head containing 3 rows of  sharklike teeth, or just a rock",UNKNOWN,0,Double Jeopardy
8995,TIME FOR SCIENCE,The dynamo theory says that movement of liquid iron in Earth's core creates this protective blanket around the planet,UNKNOWN,1200,Double Jeopardy
8995,THE ROARING '20s,"Named for a city, this dance swept the nation",UNKNOWN,1200,Double Jeopardy
8995,WRITER-DIRECTORS,Everything about this sci-fi epic that Francis Ford Coppola began writing in 1983 & premiered at Cannes in 2024 is big,UNKNOWN,1200,Double Jeopardy
8995,DROP IN,"A word meaning added together subtracts its ""in"" to get this word for what you did to your hair",UNKNOWN,1200,Double Jeopardy
8995,U.S. AREAS & TERRITORIES,"Despite the name, these birds aren't dumb--the masked & brown types make their homes on Johnston Atoll, a Nat. Wildlife Refuge",UNKNOWN,1600,Double Jeopardy
8995,IT'S ALL GREEK MYTH TO ME,"With a little help from Apollo during the Trojan War, this prince shot an arrow into Achilles' heel, killing him",UNKNOWN,1600,Double Jeopardy
8995,TIME FOR SCIENCE,"Most elements exist in multiple forms called these; beyond No. 83 on the periodic table, there are no stable ones",UNKNOWN,1600,Double Jeopardy
8995,THE ROARING '20s,"This ""saintly"" resort town in the Alps hosted 25 countries for the 1928 Winter Olympics",UNKNOWN,1600,Double Jeopardy
8995,WRITER-DIRECTORS,"The TV series ""Queen Sugar"" is from this auteur who also directed ""Selma""",UNKNOWN,1600,Double Jeopardy
8995,DROP IN,"Lose ""in"" from a small statuette to get this shape of the human body",UNKNOWN,1600,Double Jeopardy
8995,U.S. AREAS & TERRITORIES,"Swains Island, part of this territory south of the equator, was claimed by Eli Jennings in 1856 & has remained in the family since",UNKNOWN,2000,Double Jeopardy
8995,IT'S ALL GREEK MYTH TO ME,"A skilled yet boastful artisan, she was transformed into a spider after challenging Athena to a weaving contest",UNKNOWN,2000,Double Jeopardy
8995,TIME FOR SCIENCE,"Early electronics used bulky vacuum tubes; beginning in the late 1940s, these compact successors made things portable",UNKNOWN,2000,Double Jeopardy
8995,THE ROARING '20s,In 1926 this L.A. evangelist was the subject of a scandal when she disappeared for a month & claimed to have been kidnapped,UNKNOWN,2000,Double Jeopardy
8995,WRITER-DIRECTORS,"TV's ""Sense8"", which followed 8 psychically connected people, was from the ""Matrix"" siblings with this last name",UNKNOWN,2000,Double Jeopardy
8995,DROP IN,"Kick both ""in""s out of a 2-word principal route of a railroad to get this gendered 4-letter word",UNKNOWN,0,Double Jeopardy
8995,HISTORIC SPOTS,"Known for a fabled event of 1881, it housed an auto repair shop after the disappearance of the horse & buggy",UNKNOWN,0,Final Jeopardy
8994,SCIENTIFIC DISCOVERIES,Calculations by Urbain Le Verrier were integral to the discovery of this ice giant that was observed in 1846,UNKNOWN,200,Jeopardy
8994,STARS WE LOST LAST YEAR,Yo! Burt Young played Adrian's brother Paulie for the first time in this 1976 film; it would not be the last,UNKNOWN,200,Jeopardy
8994,ALL APOLOGIES,"Beg this? Eisenhower generously gave 1,110 of 'em",UNKNOWN,200,Jeopardy
8994,STATE HOLIDAYS,"This state, the home of Betsy Ross, is the only one that celebrates Flag Day as an official legal holiday",UNKNOWN,200,Jeopardy
8994,MOUTH TO MOUTH,"Idiomatically, something said to come straight from this beastly location is from the most reliable source",UNKNOWN,200,Jeopardy
8994,CLASSIC POEMS' ENDINGS,"""Mighty Casey has struck out""",UNKNOWN,200,Jeopardy
8994,SCIENTIFIC DISCOVERIES,This German discoverer of the 3 laws of planetary motion also invented a valveless gear pump,UNKNOWN,400,Jeopardy
8994,STARS WE LOST LAST YEAR,"He was the C in CSNY, whose 1970 album ""Déjà Vu"" was called ""a virtual loyalty oath to the counterculture"" by the N.Y. Times",UNKNOWN,400,Jeopardy
8994,ALL APOLOGIES,"These, ""I've had a few, but then again, too few to mention""; you ""send"" them when turning down an invitation",UNKNOWN,400,Jeopardy
8994,STATE HOLIDAYS,In 2021 Arizona made August 14 a legal state holiday to honor this tribe's indigenous code talkers from World War II,UNKNOWN,400,Jeopardy
8994,MOUTH TO MOUTH,The white interior of a water moccasin's mouth gives it this alternate name,UNKNOWN,400,Jeopardy
8994,CLASSIC POEMS' ENDINGS,"""I took the one less traveled by, and that has made all the difference""",UNKNOWN,400,Jeopardy
8994,SCIENTIFIC DISCOVERIES,British physicist Sir J.J. Thomson discovered this subatomic particle in 1897,UNKNOWN,600,Jeopardy
8994,STARS WE LOST LAST YEAR,"Melinda Dillon graced such films as ""Close Encounters"", ""Slap Shot"" &, as Mother Parker, this 1983 holiday classic",UNKNOWN,600,Jeopardy
8994,ALL APOLOGIES,"It's ""the classic game of sweet revenge""",UNKNOWN,600,Jeopardy
8994,STATE HOLIDAYS,In 2023 Governor Hochul signed legislation making this Hindu festival of lights a school holiday in New York City,UNKNOWN,600,Jeopardy
8994,MOUTH TO MOUTH,"This character in ""2001: A Space Odyssey"" reads the lips of the astronauts, who think they are talking privately",UNKNOWN,600,Jeopardy
8994,CLASSIC POEMS' ENDINGS,"""Rage, rage against the dying of the light""",UNKNOWN,600,Jeopardy
8994,SCIENTIFIC DISCOVERIES,This Frenchman was practicing medicine without a license when he tried out his rabies vaccine on a boy in 1885,UNKNOWN,800,Jeopardy
8994,STARS WE LOST LAST YEAR,"As 2 very different cops, Andre Braugher brought the drama to ""Homicide"" &, playing Captain Raymond Holt, the funny to this NYC-set sitcom",UNKNOWN,800,Jeopardy
8994,ALL APOLOGIES,"Oh, I ""C"", this adjective means chastened or penitent",UNKNOWN,800,Jeopardy
8994,STATE HOLIDAYS,"Iowa honors this president with a special day, the Sunday that falls closest to August 10, his birthday",UNKNOWN,800,Jeopardy
8994,MOUTH TO MOUTH,"In Jewish folklore, when a sacred word written on paper was placed in the mouth of one of these, the creature would come to life",UNKNOWN,800,Jeopardy
8994,CLASSIC POEMS' ENDINGS,"""All mimsy were the borogoves, and the mome raths outgrabe""",UNKNOWN,800,Jeopardy
8994,SCIENTIFIC DISCOVERIES,"Astronomer Vera Rubin said, ""In a spiral galaxy, the ratio of dark-to-light"" this ""is about a factor of 10""",UNKNOWN,1000,Jeopardy
8994,STARS WE LOST LAST YEAR,"2 decades after her early fame, from 1984 to 1986 she had 10 Top 40 hits, including ""It's Only Love"", a duet with Bryan Adams",UNKNOWN,1000,Jeopardy
8994,ALL APOLOGIES,This 2-word Latin phrase is a formal way to acknowledge fault,UNKNOWN,1000,Jeopardy
8994,STATE HOLIDAYS,"April 2 is Pascua Florida Day, celebrating his arrival in what's now Florida",UNKNOWN,1000,Jeopardy
8994,MOUTH TO MOUTH,The Shatt al-Arab River in southeastern Iraq is formed where the mouths of these 2 rivers meet at the town of Al-Qurnah,UNKNOWN,1000,Jeopardy
8994,CLASSIC POEMS' ENDINGS,"""Noble six hundred!""",UNKNOWN,0,Jeopardy
8994,THAT'S AN EXECUTIVE ORDER,"President Biden's Oct. 30, 2023 order on the development & use of this noted its ""extraordinary potential for both promise and peril""",UNKNOWN,400,Double Jeopardy
8994,THE II,"John Adams II served as an aide to this man, his father, & got to get married at the White House in 1828",UNKNOWN,400,Double Jeopardy
8994,SONGS FROM THE MOVIE SOUNDTRACK,"Just 2 of its 4 No. 1s were ""If I Can't Have You"" & ""How Deep Is Your Love""",UNKNOWN,400,Double Jeopardy
8994,FOOD HISTORY,It's not anything space-y but a malted dairy product that gave its name to this candy bar first sold in 1924,UNKNOWN,400,Double Jeopardy
8994,WORLD CITIES,"FDR became the first president to fly while in office when he attended a conference in this African city, sweetheart",UNKNOWN,400,Double Jeopardy
8994,"3 ""O""s",Here's an actual one of these at a space center in Houston,UNKNOWN,400,Double Jeopardy
8994,THAT'S AN EXECUTIVE ORDER,"Lincoln's order of Sept. 3, 1864 gave thanks to General Sherman & his ""gallant"" troops for their capture of this city",UNKNOWN,800,Double Jeopardy
8994,THE II,"This guy II knew something about cars, like when he brought the Thunderbird to market",UNKNOWN,800,Double Jeopardy
8994,SONGS FROM THE MOVIE SOUNDTRACK,"""I Believe I Can Fly"" got things animated in this 1996 film",UNKNOWN,800,Double Jeopardy
8994,FOOD HISTORY,"Sam Panopoulos gave this name to the pizza he created; it's been called a ""Canadian treasure"" & ""a Polynesian perversion""",UNKNOWN,800,Double Jeopardy
8994,WORLD CITIES,Istanbul's European & Asian sides are separated by this strait,UNKNOWN,800,Double Jeopardy
8994,"3 ""O""s","These performers can bend over backwards, literally, & twist their bodies in all kinds of unusual ways",UNKNOWN,800,Double Jeopardy
8994,THAT'S AN EXECUTIVE ORDER,"During the Korean War, Harry Truman ordered a takeover of the industry making this vital alloy; the Supreme Court said no",UNKNOWN,1200,Double Jeopardy
8994,THE II,Shakespeare's play about this king deposed in 1399 was staged in 1601 as part of a feeble rebellion against Queen Elizabeth I,UNKNOWN,1200,Double Jeopardy
8994,SONGS FROM THE MOVIE SOUNDTRACK,"""Sunflower"" by Post Malone & Swae Lee brightened up this 2018 installment in the ""Spider-Man"" franchise",UNKNOWN,1200,Double Jeopardy
8994,FOOD HISTORY,"This British dessert was first used to liven up some leftover cake with booze; its name also means ""something of little significance""",UNKNOWN,1200,Double Jeopardy
8994,WORLD CITIES,It's France's oldest city & its main seaport,UNKNOWN,0,Double Jeopardy
8994,"3 ""O""s","Seen here in full bloom, it's the state tree of Virginia as well as its state flower",UNKNOWN,1200,Double Jeopardy
8994,THAT'S AN EXECUTIVE ORDER,"Martin Van Buren's first order, March 7, 1837, commanded the surgeon general to accompany this ailing man headed home to Tennessee",UNKNOWN,0,Double Jeopardy
8994,THE II,"A 16th century Antwerp artist was a re-Pieter, sometimes known by this name II",UNKNOWN,1600,Double Jeopardy
8994,SONGS FROM THE MOVIE SOUNDTRACK,"Curtis Mayfield's ""Pusherman"" & ""Freddie's Dead"" are cuts from the uber-cool soundtrack of this 1972 movie",UNKNOWN,1600,Double Jeopardy
8994,FOOD HISTORY,"Andrew Zimmern's website notes that this portmanteau of a dish goes by the moniker ""three-bird roast"" in the United Kingdom",UNKNOWN,1600,Double Jeopardy
8994,WORLD CITIES,"The operetta ""The Student Prince"" is set in this city in southern Germany, site of the country's oldest university",UNKNOWN,1600,Double Jeopardy
8994,"3 ""O""s","The name of a biblical king gives us this adjective meaning ""wise""",UNKNOWN,1600,Double Jeopardy
8994,THAT'S AN EXECUTIVE ORDER,In 1964 LBJ made this soon-to-be 70-year-old exempt from impending compulsory retirement under federal law,UNKNOWN,2000,Double Jeopardy
8994,THE II,James W. Alexander II was one of the founders of this -ology in which forms like a mug & a donut are equivalent,UNKNOWN,2000,Double Jeopardy
8994,SONGS FROM THE MOVIE SOUNDTRACK,"It featured ""Kiss"" by Prince & The Revolution, & it wasn't ""Purple Rain""",UNKNOWN,2000,Double Jeopardy
8994,FOOD HISTORY,"A 1940 ad in the Australian Women's Weekly recommended one teaspoon of this spread ""for good health & digestion""",UNKNOWN,2000,Double Jeopardy
8994,WORLD CITIES,Addis Ababa was founded by this emperor II in the late 1880s,UNKNOWN,2000,Double Jeopardy
8994,"3 ""O""s",Mohammed VI became king of it in 1999,UNKNOWN,2000,Double Jeopardy
8994,AUTHORS,"""Love"" is within the titles of 3 of his most famous books; a fourth, ""The Rainbow"", calls love ""the flower of life""",UNKNOWN,0,Final Jeopardy
